,CLOSE_DEF_PERSON_ID,GP,G,DEFENSE_CATEGORY,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
2,1627846,42,34,2 Pointers,0.566,1.24,2.14,0.578,0.484,0.094
3,1627846,42,25,Less Than 6 Ft,0.289,0.74,1.1,0.674,0.6,0.074
4,1627846,42,29,Less Than 10 Ft,0.39,0.95,1.48,0.645,0.549,0.097
5,1627846,42,34,Greater Than 15 Ft,0.547,0.86,2.07,0.414,0.357,0.057
0,1628444,9,9,Overall,1.0,1.22,2.89,0.423,0.418,0.005
1,1628444,9,6,3 Pointers,0.654,0.89,1.89,0.471,0.376,0.095
2,1628444,9,7,2 Pointers,0.346,0.33,1.0,0.333,0.473,-0.14
3,1628444,9,5,Less Than 6 Ft,0.192,0.22,0.56,0.4,0.528,-0.128
4,1628444,9,5,Less Than 10 Ft,0.192,0.22,0.56,0.4,0.499,-0.099
5,1628444,9,7,Greater Than 15 Ft,0.769,0.89,2.22,0.4,0.374,0.026
0,1626780,2,2,Overall,1.0,1.5,3.5,0.429,0.413,0.016
1,1626780,2,2,3 Pointers,0.571,1.0,2.0,0.5,0.313,0.187
2,1626780,2,2,2 Pointers,0.429,0.5,1.5,0.333,0.506,-0.172
3,1626780,2,1,Less Than 6 Ft,0.143,0.5,0.5,1.0,0.517,0.483
4,1626780,2,1,Less Than 10 Ft,0.286,0.5,1.0,0.5,0.547,-0.047
5,1626780,2,2,Greater Than 15 Ft,0.571,1.0,2.0,0.5,0.304,0.196
0,1628443,6,6,Overall,1.0,1.83,4.0,0.458,0.44,0.018
1,1628443,6,4,3 Pointers,0.458,0.5,1.83,0.273,0.365,-0.092
2,1628443,6,5,2 Pointers,0.542,1.33,2.17,0.615,0.521,0.094
3,1628443,6,4,Less Than 6 Ft,0.458,1.17,1.83,0.636,0.618,0.019
4,1628443,6,4,Less Than 10 Ft,0.458,1.17,1.83,0.636,0.563,0.074
5,1628443,6,4,Greater Than 15 Ft,0.458,0.5,1.83,0.273,0.358,-0.085
0,203499,49,49,Overall,1.0,2.16,4.61,0.469,0.437,0.032
1,203499,49,37,3 Pointers,0.412,0.67,1.9,0.355,0.353,0.002
2,203499,49,46,2 Pointers,0.588,1.49,2.71,0.549,0.488,0.06
3,203499,49,28,Less Than 6 Ft,0.204,0.59,0.94,0.63,0.603,0.028
4,203499,49,34,Less Than 10 Ft,0.279,0.82,1.29,0.635,0.554,0.081
5,203499,49,43,Greater Than 15 Ft,0.624,1.06,2.88,0.369,0.367,0.002
0,101161,74,74,Overall,1.0,3.3,7.34,0.449,0.476,-0.026
1,101161,74,50,3 Pointers,0.169,0.39,1.24,0.315,0.358,-0.043
2,101161,74,74,2 Pointers,0.831,2.91,6.09,0.477,0.516,-0.039
3,101161,74,73,Less Than 6 Ft,0.517,2.11,3.8,0.555,0.609,-0.054
4,101161,74,74,Less Than 10 Ft,0.654,2.46,4.8,0.513,0.562,-0.049
5,101161,74,62,Greater Than 15 Ft,0.263,0.59,1.93,0.308,0.373,-0.065
0,202340,46,46,Overall,1.0,4.17,8.91,0.468,0.455,0.013
1,202340,46,46,3 Pointers,0.471,1.63,4.2,0.389,0.365,0.024
2,202340,46,46,2 Pointers,0.529,2.54,4.72,0.539,0.51,0.029
3,202340,46,37,Less Than 6 Ft,0.21,1.39,1.87,0.744,0.619,0.125
4,202340,46,42,Less Than 10 Ft,0.293,1.63,2.61,0.625,0.569,0.056
5,202340,46,46,Greater Than 15 Ft,0.627,2.2,5.59,0.393,0.38,0.013
0,1627743,12,12,Overall,1.0,1.33,2.58,0.516,0.444,0.072
1,1627743,12,7,3 Pointers,0.323,0.33,0.83,0.4,0.363,0.037
2,1627743,12,8,2 Pointers,0.677,1.0,1.75,0.571,0.478,0.093
3,1627743,12,6,Less Than 6 Ft,0.419,0.67,1.08,0.615,0.577,0.038
4,1627743,12,8,Less Than 10 Ft,0.548,0.92,1.42,0.647,0.542,0.106
5,1627743,12,7,Greater Than 15 Ft,0.387,0.33,1.0,0.333,0.38,-0.047
0,101123,40,40,Overall,1.0,3.7,7.55,0.49,0.446,0.044
1,101123,40,37,3 Pointers,0.358,0.88,2.7,0.324,0.374,-0.05
2,101123,40,39,2 Pointers,0.642,2.83,4.85,0.582,0.495,0.088
3,101123,40,38,Less Than 6 Ft,0.371,1.88,2.8,0.67,0.596,0.073
4,101123,40,38,Less Than 10 Ft,0.467,2.3,3.53,0.652,0.551,0.101
5,101123,40,37,Greater Than 15 Ft,0.477,1.18,3.6,0.326,0.376,-0.05
0,202738,31,31,Overall,1.0,3.9,9.1,0.429,0.454,-0.025
1,202738,31,31,3 Pointers,0.397,1.23,3.61,0.339,0.368,-0.028
2,202738,31,30,2 Pointers,0.603,2.68,5.48,0.488,0.504,-0.015
3,202738,31,23,Less Than 6 Ft,0.202,1.42,1.84,0.772,0.616,0.156
4,202738,31,29,Less Than 10 Ft,0.333,2.0,3.03,0.66,0.563,0.097
5,202738,31,31,Greater Than 15 Ft,0.574,1.71,5.23,0.327,0.383,-0.056
0,203109,80,80,Overall,1.0,4.35,9.24,0.471,0.455,0.016
1,203109,80,76,3 Pointers,0.39,1.46,3.6,0.406,0.364,0.042
2,203109,80,80,2 Pointers,0.61,2.89,5.64,0.512,0.505,0.007
3,203109,80,78,Less Than 6 Ft,0.304,1.79,2.81,0.636,0.621,0.015
4,203109,80,78,Less Than 10 Ft,0.409,2.1,3.78,0.556,0.567,-0.011
5,203109,80,78,Greater Than 15 Ft,0.521,1.94,4.81,0.403,0.373,0.029
0,203923,5,5,Overall,1.0,1.2,3.8,0.316,0.467,-0.152
1,203923,5,4,3 Pointers,0.316,0.4,1.2,0.333,0.367,-0.034
2,203923,5,5,2 Pointers,0.684,0.8,2.6,0.308,0.522,-0.214
3,203923,5,5,Less Than 6 Ft,0.316,0.6,1.2,0.5,0.61,-0.11
4,203923,5,5,Less Than 10 Ft,0.316,0.6,1.2,0.5,0.564,-0.064
5,203923,5,4,Greater Than 15 Ft,0.421,0.4,1.6,0.25,0.387,-0.137
0,201973,73,73,Overall,1.0,2.58,5.22,0.493,0.462,0.032
1,201973,73,58,3 Pointers,0.297,0.63,1.55,0.407,0.351,0.056
2,201973,73,72,2 Pointers,0.703,1.95,3.67,0.53,0.515,0.015
3,201973,73,59,Less Than 6 Ft,0.31,0.96,1.62,0.593,0.623,-0.03
4,201973,73,67,Less Than 10 Ft,0.399,1.27,2.08,0.612,0.575,0.036
5,201973,73,67,Greater Than 15 Ft,0.504,1.07,2.63,0.406,0.366,0.04
0,1626175,21,21,Overall,1.0,2.67,5.38,0.496,0.487,0.008
1,1626175,21,15,3 Pointers,0.212,0.67,1.14,0.583,0.345,0.239
2,1626175,21,21,2 Pointers,0.788,2.0,4.24,0.472,0.535,-0.063
3,1626175,21,19,Less Than 6 Ft,0.584,1.81,3.14,0.576,0.626,-0.051
4,1626175,21,20,Less Than 10 Ft,0.673,1.9,3.62,0.526,0.591,-0.065
5,1626175,21,17,Greater Than 15 Ft,0.301,0.71,1.62,0.441,0.367,0.074
0,203482,75,75,Overall,1.0,4.79,9.79,0.489,0.466,0.023
1,203482,75,63,3 Pointers,0.244,0.8,2.39,0.335,0.363,-0.028
2,203482,75,75,2 Pointers,0.756,3.99,7.4,0.539,0.513,0.026
3,203482,75,72,Less Than 6 Ft,0.426,2.57,4.17,0.617,0.616,0.001
4,203482,75,74,Less Than 10 Ft,0.534,3.08,5.23,0.589,0.563,0.026
5,203482,75,70,Greater Than 15 Ft,0.383,1.39,3.75,0.37,0.373,-0.003
0,201148,27,27,Overall,1.0,2.19,4.78,0.457,0.472,-0.015
1,201148,27,17,3 Pointers,0.186,0.33,0.89,0.375,0.361,0.014
2,201148,27,26,2 Pointers,0.814,1.85,3.89,0.476,0.519,-0.043
3,201148,27,25,Less Than 6 Ft,0.465,1.19,2.22,0.533,0.615,-0.081
4,201148,27,25,Less Than 10 Ft,0.628,1.48,3.0,0.494,0.57,-0.076
5,201148,27,21,Greater Than 15 Ft,0.295,0.59,1.41,0.421,0.376,0.045
0,203939,78,78,Overall,1.0,4.1,9.31,0.441,0.46,-0.019
1,203939,78,75,3 Pointers,0.35,1.19,3.26,0.366,0.36,0.006
2,203939,78,77,2 Pointers,0.65,2.91,6.05,0.481,0.514,-0.033
3,203939,78,71,Less Than 6 Ft,0.273,1.63,2.54,0.641,0.619,0.022
4,203939,78,74,Less Than 10 Ft,0.412,2.12,3.83,0.552,0.569,-0.017
5,203939,78,77,Greater Than 15 Ft,0.519,1.83,4.83,0.379,0.374,0.005
0,2749,48,48,Overall,1.0,3.02,6.77,0.446,0.441,0.005
1,2749,48,44,3 Pointers,0.403,0.96,2.73,0.351,0.356,-0.004
2,2749,48,47,2 Pointers,0.597,2.06,4.04,0.51,0.49,0.021
3,2749,48,32,Less Than 6 Ft,0.197,0.9,1.33,0.672,0.608,0.064
4,2749,48,39,Less Than 10 Ft,0.28,1.21,1.9,0.637,0.556,0.082
5,2749,48,47,Greater Than 15 Ft,0.609,1.46,4.13,0.354,0.369,-0.016
0,201145,78,78,Overall,1.0,4.35,9.55,0.455,0.46,-0.004
1,201145,78,75,3 Pointers,0.373,1.22,3.56,0.342,0.357,-0.015
2,201145,78,78,2 Pointers,0.627,3.13,5.99,0.522,0.513,0.01
3,201145,78,71,Less Than 6 Ft,0.319,1.87,3.05,0.613,0.615,-0.002
4,201145,78,77,Less Than 10 Ft,0.432,2.36,4.13,0.571,0.565,0.006
5,201145,78,78,Greater Than 15 Ft,0.513,1.79,4.9,0.366,0.37,-0.003
0,200765,64,64,Overall,1.0,3.48,7.2,0.484,0.445,0.039
1,200765,64,61,3 Pointers,0.434,1.11,3.13,0.355,0.358,-0.003
2,200765,64,61,2 Pointers,0.566,2.38,4.08,0.582,0.494,0.088
3,200765,64,49,Less Than 6 Ft,0.232,1.22,1.67,0.729,0.606,0.123
4,200765,64,55,Less Than 10 Ft,0.315,1.52,2.27,0.669,0.558,0.111
5,200765,64,63,Greater Than 15 Ft,0.597,1.66,4.3,0.385,0.372,0.014
0,201584,75,75,Overall,1.0,3.87,8.45,0.457,0.453,0.005
1,201584,75,71,3 Pointers,0.435,1.35,3.68,0.366,0.366,0.0
2,201584,75,74,2 Pointers,0.565,2.52,4.77,0.528,0.503,0.025
3,201584,75,60,Less Than 6 Ft,0.203,1.31,1.72,0.76,0.618,0.141
4,201584,75,67,Less Than 10 Ft,0.289,1.6,2.44,0.656,0.563,0.093
5,201584,75,75,Greater Than 15 Ft,0.634,2.0,5.36,0.373,0.379,-0.006
0,201573,38,38,Overall,1.0,3.47,7.87,0.441,0.448,-0.007
1,201573,38,35,3 Pointers,0.415,1.21,3.26,0.371,0.362,0.009
2,201573,38,37,2 Pointers,0.585,2.26,4.61,0.491,0.499,-0.008
3,201573,38,30,Less Than 6 Ft,0.181,0.87,1.42,0.611,0.601,0.01
4,201573,38,34,Less Than 10 Ft,0.278,1.16,2.18,0.53,0.55,-0.02
5,201573,38,38,Greater Than 15 Ft,0.605,1.79,4.76,0.376,0.374,0.001
0,202705,6,6,Overall,1.0,4.0,8.67,0.462,0.439,0.023
1,202705,6,5,3 Pointers,0.519,1.67,4.5,0.37,0.351,0.019
2,202705,6,6,2 Pointers,0.481,2.33,4.17,0.56,0.505,0.055
3,202705,6,5,Less Than 6 Ft,0.212,1.33,1.83,0.727,0.615,0.112
4,202705,6,6,Less Than 10 Ft,0.288,1.67,2.5,0.667,0.564,0.103
5,202705,6,5,Greater Than 15 Ft,0.635,2.0,5.5,0.364,0.363,0.0
0,203505,3,3,Overall,1.0,1.67,3.67,0.455,0.418,0.036
1,203505,3,3,3 Pointers,0.455,1.0,1.67,0.6,0.348,0.252
2,203505,3,3,2 Pointers,0.545,0.67,2.0,0.333,0.473,-0.14
3,203505,3,1,Less Than 6 Ft,0.091,0.0,0.33,0.0,0.66,-0.66
4,203505,3,1,Less Than 10 Ft,0.182,0.33,0.67,0.5,0.598,-0.098
5,203505,3,3,Greater Than 15 Ft,0.818,1.33,3.0,0.444,0.363,0.081
0,202734,82,82,Overall,1.0,4.89,9.91,0.493,0.453,0.04
1,202734,82,75,3 Pointers,0.333,1.29,3.3,0.391,0.364,0.028
2,202734,82,82,2 Pointers,0.667,3.6,6.61,0.544,0.502,0.042
3,202734,82,78,Less Than 6 Ft,0.282,1.91,2.79,0.686,0.617,0.069
4,202734,82,79,Less Than 10 Ft,0.374,2.35,3.71,0.635,0.566,0.069
5,202734,82,79,Greater Than 15 Ft,0.523,2.06,5.18,0.398,0.376,0.021
0,2570,1,1,Overall,1.0,2.0,3.0,0.667,0.458,0.209
1,2570,1,0,3 Pointers,,,,,,
2,2570,1,1,2 Pointers,1.0,2.0,3.0,0.667,0.492,0.175
3,2570,1,1,Less Than 6 Ft,0.667,2.0,2.0,1.0,0.581,0.419
4,2570,1,1,Less Than 10 Ft,0.667,2.0,2.0,1.0,0.54,0.46
5,2570,1,1,Greater Than 15 Ft,0.333,0.0,1.0,0.0,0.278,-0.278
0,2754,21,21,Overall,1.0,1.86,4.19,0.443,0.441,0.002
1,2754,21,19,3 Pointers,0.477,0.57,2.0,0.286,0.349,-0.063
2,2754,21,20,2 Pointers,0.523,1.29,2.19,0.587,0.505,0.082
3,2754,21,13,Less Than 6 Ft,0.261,0.81,1.1,0.739,0.614,0.125
4,2754,21,18,Less Than 10 Ft,0.386,0.95,1.62,0.588,0.551,0.038
5,2754,21,20,Greater Than 15 Ft,0.557,0.76,2.33,0.327,0.368,-0.042
0,2744,36,36,Overall,1.0,3.31,6.36,0.52,0.482,0.038
1,2744,36,19,3 Pointers,0.131,0.31,0.83,0.367,0.346,0.02
2,2744,36,35,2 Pointers,0.869,3.0,5.53,0.543,0.52,0.023
3,2744,36,34,Less Than 6 Ft,0.485,1.97,3.08,0.64,0.624,0.015
4,2744,36,34,Less Than 10 Ft,0.646,2.42,4.11,0.588,0.568,0.019
5,2744,36,27,Greater Than 15 Ft,0.258,0.69,1.64,0.424,0.369,0.055
0,1628035,10,10,Overall,1.0,0.8,2.0,0.4,0.44,-0.04
1,1628035,10,4,3 Pointers,0.2,0.1,0.4,0.25,0.365,-0.115
2,1628035,10,8,2 Pointers,0.8,0.7,1.6,0.438,0.493,-0.056
3,1628035,10,5,Less Than 6 Ft,0.35,0.5,0.7,0.714,0.627,0.087
4,1628035,10,6,Less Than 10 Ft,0.5,0.7,1.0,0.7,0.566,0.135
5,1628035,10,6,Greater Than 15 Ft,0.45,0.1,0.9,0.111,0.373,-0.262
0,203083,78,78,Overall,1.0,6.17,12.63,0.488,0.49,-0.002
1,203083,78,66,3 Pointers,0.176,0.9,2.22,0.405,0.356,0.049
2,203083,78,78,2 Pointers,0.824,5.27,10.41,0.506,0.528,-0.022
3,203083,78,78,Less Than 6 Ft,0.507,3.74,6.4,0.585,0.622,-0.037
4,203083,78,78,Less Than 10 Ft,0.647,4.45,8.17,0.545,0.572,-0.028
5,203083,78,72,Greater Than 15 Ft,0.293,1.49,3.71,0.401,0.376,0.025
0,1627790,22,22,Overall,1.0,2.45,4.91,0.5,0.469,0.031
1,1627790,22,8,3 Pointers,0.176,0.36,0.86,0.421,0.336,0.085
2,1627790,22,21,2 Pointers,0.824,2.09,4.05,0.517,0.515,0.002
3,1627790,22,17,Less Than 6 Ft,0.454,1.23,2.23,0.551,0.617,-0.066
4,1627790,22,21,Less Than 10 Ft,0.667,1.68,3.27,0.514,0.561,-0.047
5,1627790,22,11,Greater Than 15 Ft,0.278,0.68,1.36,0.5,0.369,0.131
0,1626224,48,48,Overall,1.0,2.06,4.83,0.427,0.449,-0.023
1,1626224,48,38,3 Pointers,0.392,0.65,1.9,0.341,0.356,-0.016
2,1626224,48,45,2 Pointers,0.608,1.42,2.94,0.482,0.497,-0.014
3,1626224,48,35,Less Than 6 Ft,0.272,0.77,1.31,0.587,0.601,-0.014
4,1626224,48,38,Less Than 10 Ft,0.366,0.98,1.77,0.553,0.551,0.002
5,1626224,48,42,Greater Than 15 Ft,0.547,0.94,2.65,0.354,0.367,-0.013
0,203957,14,14,Overall,1.0,2.0,5.79,0.346,0.438,-0.093
1,203957,14,13,3 Pointers,0.395,0.79,2.29,0.344,0.344,-0.001
2,203957,14,14,2 Pointers,0.605,1.21,3.5,0.347,0.496,-0.149
3,203957,14,9,Less Than 6 Ft,0.259,0.64,1.5,0.429,0.62,-0.192
4,203957,14,13,Less Than 10 Ft,0.358,1.0,2.07,0.483,0.556,-0.074
5,203957,14,14,Greater Than 15 Ft,0.568,1.0,3.29,0.304,0.372,-0.067
0,203089,75,75,Overall,1.0,5.68,11.88,0.478,0.477,0.002
1,203089,75,62,3 Pointers,0.164,0.73,1.95,0.377,0.358,0.018
2,203089,75,74,2 Pointers,0.836,4.95,9.93,0.498,0.516,-0.018
3,203089,75,73,Less Than 6 Ft,0.513,3.48,6.09,0.571,0.617,-0.046
4,203089,75,74,Less Than 10 Ft,0.615,3.96,7.31,0.542,0.565,-0.023
5,203089,75,72,Greater Than 15 Ft,0.297,1.29,3.53,0.366,0.373,-0.007
0,203903,80,80,Overall,1.0,3.49,7.46,0.467,0.443,0.024
1,203903,80,69,3 Pointers,0.39,1.06,2.91,0.365,0.36,0.005
2,203903,80,80,2 Pointers,0.61,2.43,4.55,0.533,0.495,0.038
3,203903,80,68,Less Than 6 Ft,0.288,1.51,2.15,0.703,0.607,0.097
4,203903,80,73,Less Than 10 Ft,0.372,1.83,2.78,0.658,0.553,0.104
5,203903,80,75,Greater Than 15 Ft,0.544,1.45,4.06,0.357,0.37,-0.013
0,201567,59,59,Overall,1.0,6.34,11.98,0.529,0.476,0.053
1,201567,59,52,3 Pointers,0.211,1.02,2.53,0.403,0.371,0.032
2,201567,59,59,2 Pointers,0.789,5.32,9.46,0.563,0.518,0.045
3,201567,59,58,Less Than 6 Ft,0.467,3.59,5.59,0.642,0.626,0.016
4,201567,59,59,Less Than 10 Ft,0.605,4.24,7.25,0.584,0.572,0.012
5,201567,59,54,Greater Than 15 Ft,0.315,1.56,3.78,0.413,0.383,0.03
0,1626204,64,64,Overall,1.0,4.58,9.42,0.486,0.47,0.016
1,1626204,64,59,3 Pointers,0.245,0.8,2.31,0.345,0.356,-0.011
2,1626204,64,63,2 Pointers,0.755,3.78,7.11,0.532,0.521,0.011
3,1626204,64,63,Less Than 6 Ft,0.406,2.52,3.83,0.657,0.624,0.033
4,1626204,64,63,Less Than 10 Ft,0.541,2.95,5.09,0.58,0.571,0.008
5,1626204,64,63,Greater Than 15 Ft,0.383,1.34,3.61,0.372,0.373,0.0
0,203521,36,36,Overall,1.0,2.72,5.81,0.469,0.442,0.027
1,203521,36,34,3 Pointers,0.411,0.69,2.39,0.291,0.36,-0.069
2,203521,36,34,2 Pointers,0.589,2.03,3.42,0.593,0.495,0.099
3,203521,36,26,Less Than 6 Ft,0.258,1.06,1.5,0.704,0.635,0.069
4,203521,36,31,Less Than 10 Ft,0.349,1.31,2.03,0.644,0.566,0.078
5,203521,36,35,Greater Than 15 Ft,0.579,1.14,3.36,0.339,0.366,-0.027
0,202684,53,53,Overall,1.0,5.25,10.28,0.51,0.466,0.044
1,202684,53,48,3 Pointers,0.264,1.09,2.72,0.403,0.366,0.036
2,202684,53,53,2 Pointers,0.736,4.15,7.57,0.549,0.511,0.037
3,202684,53,50,Less Than 6 Ft,0.374,2.55,3.85,0.662,0.616,0.046
4,202684,53,51,Less Than 10 Ft,0.475,2.92,4.89,0.598,0.561,0.037
5,202684,53,53,Greater Than 15 Ft,0.431,1.87,4.43,0.421,0.377,0.045
0,202692,62,62,Overall,1.0,2.16,4.26,0.508,0.445,0.063
1,202692,62,51,3 Pointers,0.405,0.74,1.73,0.43,0.364,0.066
2,202692,62,55,2 Pointers,0.595,1.42,2.53,0.561,0.498,0.062
3,202692,62,42,Less Than 6 Ft,0.33,0.89,1.4,0.632,0.604,0.028
4,202692,62,46,Less Than 10 Ft,0.39,0.95,1.66,0.573,0.554,0.018
5,202692,62,58,Greater Than 15 Ft,0.542,1.08,2.31,0.469,0.376,0.093
0,1626150,56,56,Overall,1.0,3.41,7.79,0.438,0.443,-0.005
1,1626150,56,52,3 Pointers,0.433,1.32,3.38,0.392,0.362,0.03
2,1626150,56,53,2 Pointers,0.567,2.09,4.41,0.474,0.494,-0.02
3,1626150,56,40,Less Than 6 Ft,0.213,1.18,1.66,0.71,0.611,0.099
4,1626150,56,44,Less Than 10 Ft,0.291,1.39,2.27,0.614,0.556,0.059
5,1626150,56,55,Greater Than 15 Ft,0.612,1.77,4.77,0.371,0.374,-0.003
0,1626166,24,24,Overall,1.0,3.04,7.58,0.401,0.433,-0.032
1,1626166,24,24,3 Pointers,0.533,1.08,4.04,0.268,0.343,-0.075
2,1626166,24,24,2 Pointers,0.467,1.96,3.54,0.553,0.493,0.06
3,1626166,24,18,Less Than 6 Ft,0.209,1.21,1.58,0.763,0.613,0.15
4,1626166,24,22,Less Than 10 Ft,0.313,1.46,2.38,0.614,0.542,0.072
5,1626166,24,24,Greater Than 15 Ft,0.632,1.42,4.79,0.296,0.359,-0.063
0,101112,51,51,Overall,1.0,3.37,6.53,0.517,0.464,0.052
1,101112,51,36,3 Pointers,0.246,0.69,1.61,0.427,0.345,0.082
2,101112,51,49,2 Pointers,0.754,2.69,4.92,0.546,0.508,0.038
3,101112,51,46,Less Than 6 Ft,0.408,1.76,2.67,0.662,0.597,0.065
4,101112,51,47,Less Than 10 Ft,0.514,2.14,3.35,0.637,0.551,0.086
5,101112,51,44,Greater Than 15 Ft,0.387,1.06,2.53,0.419,0.365,0.053
0,1628021,69,69,Overall,1.0,4.59,9.12,0.504,0.449,0.055
1,1628021,69,68,3 Pointers,0.452,1.7,4.12,0.412,0.364,0.048
2,1628021,69,68,2 Pointers,0.548,2.9,5.0,0.58,0.504,0.075
3,1628021,69,61,Less Than 6 Ft,0.259,1.64,2.36,0.693,0.615,0.078
4,1628021,69,62,Less Than 10 Ft,0.348,2.01,3.17,0.635,0.564,0.071
5,1628021,69,69,Greater Than 15 Ft,0.591,2.33,5.39,0.433,0.374,0.058
0,201588,67,67,Overall,1.0,3.88,8.57,0.453,0.45,0.003
1,201588,67,63,3 Pointers,0.446,1.4,3.82,0.367,0.363,0.004
2,201588,67,67,2 Pointers,0.554,2.48,4.75,0.522,0.506,0.016
3,201588,67,59,Less Than 6 Ft,0.272,1.61,2.33,0.692,0.624,0.068
4,201588,67,64,Less Than 10 Ft,0.364,1.94,3.12,0.622,0.565,0.057
5,201588,67,66,Greater Than 15 Ft,0.58,1.79,4.97,0.36,0.374,-0.013
0,2747,80,80,Overall,1.0,3.85,8.1,0.475,0.453,0.022
1,2747,80,76,3 Pointers,0.498,1.4,4.04,0.347,0.367,-0.021
2,2747,80,79,2 Pointers,0.502,2.45,4.06,0.603,0.506,0.097
3,2747,80,68,Less Than 6 Ft,0.259,1.46,2.1,0.696,0.613,0.084
4,2747,80,73,Less Than 10 Ft,0.321,1.75,2.6,0.673,0.563,0.11
5,2747,80,78,Greater Than 15 Ft,0.625,1.91,5.06,0.378,0.379,-0.001
