,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area
Allonzo Trier 2018,1629019.0,2.0,0.0,5.0,6.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,14.0,4.0,4.0,56.0
Allonzo Trier 2019,1629019.0,1.0,8.0,15.0,11.0,13.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,3.0,3.0,0.0,10.0,13.0,1.0,71.0
Allonzo Trier 2020,1629019.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0
Alonzo Gee 2010,202087.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alonzo Gee 2011,202087.0,5.0,2.0,8.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,78.0
Alonzo Gee 2012,202087.0,19.0,13.0,21.0,14.0,2.0,0.0,0.0,6.0,8.0,19.0,2.0,7.0,6.0,7.0,2.0,0.0,5.0,6.0,21.0,201.0
Alonzo Gee 2013,202087.0,18.0,13.0,13.0,6.0,1.0,0.0,1.0,6.0,2.0,11.0,0.0,5.0,7.0,4.0,1.0,0.0,2.0,6.0,10.0,109.0
Alonzo Gee 2014,202087.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,38.0
Alonzo Mourning 1999,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,1.0,1.0,34.0,16.0,7.0,1.0,0.0,10.0,7.0,49.0,115.0
Alonzo Mourning 2000,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,3.0,0.0,40.0,22.0,9.0,3.0,0.0,11.0,12.0,84.0,167.0
Alonzo Mourning 2001,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,32.0,10.0,3.0,4.0,0.0,3.0,5.0,34.0,97.0
Alonzo Mourning 2002,297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,0.0,18.0,7.0,10.0,8.0,0.0,3.0,5.0,51.0,187.0
Alonzo Mourning 2005,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,27.0,103.0
Alonzo Mourning 2006,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,44.0,132.0
Alonzo Mourning 2007,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,62.0,116.0
Alton Ford 2003,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Alvin Jones 2002,2264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Amal McCaskill 2002,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Amar'e Stoudemire 2015,2405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,8.0,2.0,21.0,64.0
Amile Jefferson 2019,1628518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0
Amile Jefferson 2020,1628518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Amir Coffey 2020,1629599.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0
Amir Johnson 2015,101161.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,23.0,61.0
Amir Johnson 2016,101161.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,42.0,182.0
Amir Johnson 2017,101161.0,1.0,2.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,19.0,81.0
Anderson Varejao 2004,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
Anderson Varejao 2005,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,9.0,47.0
Anderson Varejao 2006,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,5.0,3.0,9.0,119.0
Anderson Varejao 2007,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,10.0,126.0
Anderson Varejao 2008,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,1.0,7.0,1.0,2.0,2.0,0.0,8.0,7.0,18.0,143.0
Anderson Varejao 2009,2760.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,7.0,4.0,2.0,3.0,0.0,5.0,8.0,28.0,199.0
Anderson Varejao 2010,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,1.0,2.0,3.0,5.0,0.0,8.0,8.0,25.0,212.0
Anderson Varejao 2011,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0
Anderson Varejao 2012,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,9.0,6.0,6.0,3.0,0.0,9.0,5.0,23.0,164.0
Anderson Varejao 2013,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,0.0,10.0,10.0,16.0,42.0
Anderson Varejao 2014,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,8.0,7.0,3.0,6.0,0.0,18.0,18.0,33.0,129.0
Anderson Varejao 2015,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,2.0,7.0
Anderson Varejao 2016,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,6.0
Andrae Patterson 1999,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Andrae Patterson 2000,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andray Blatche 2012,101154.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,3.0,13.0,91.0
Andray Blatche 2013,101154.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,8.0,16.0,4.0,1.0,9.0,5.0,7.0,5.0,0.0,19.0,13.0,39.0,201.0
Andray Blatche 2014,101154.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,9.0,8.0,4.0,4.0,1.0,4.0,3.0,4.0,0.0,8.0,5.0,18.0,118.0
Andre Barrett 2006,2857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Andre Barrett 2007,2857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andre Brown 2007,2810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,25.0
Andre Dawkins 2014,203958.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Drummond 2020,203083.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,47.0
Andre Emmett 2012,2765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Andre Iguodala 2012,2738.0,8.0,5.0,13.0,10.0,5.0,0.0,0.0,4.0,4.0,11.0,2.0,3.0,2.0,3.0,3.0,0.0,8.0,8.0,8.0,77.0
Andre Iguodala 2013,2738.0,7.0,6.0,12.0,22.0,3.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2.0,1.0,3.0,0.0,10.0,4.0,10.0,134.0
Andre Ingram 2018,201281.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Andre Miller 1999,1889.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,3.0,3.0,2.0,0.0,2.0,6.0,14.0,54.0
Andre Miller 2000,1889.0,1.0,0.0,2.0,7.0,4.0,0.0,0.0,13.0,3.0,9.0,0.0,31.0,12.0,15.0,10.0,0.0,8.0,38.0,49.0,184.0
Andre Miller 2001,1889.0,0.0,0.0,5.0,3.0,7.0,0.0,2.0,24.0,11.0,9.0,4.0,33.0,21.0,34.0,16.0,0.0,9.0,40.0,58.0,198.0
Andre Miller 2002,1889.0,2.0,0.0,2.0,7.0,3.0,0.0,0.0,10.0,13.0,6.0,3.0,33.0,28.0,14.0,20.0,0.0,7.0,35.0,35.0,80.0
Andre Owens 2007,101261.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
Andre Owens 2008,101261.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0
Andre Roberson 2013,203460.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Andre Roberson 2014,203460.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0
Andre Roberson 2015,203460.0,17.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,80.0
Andre Roberson 2016,203460.0,18.0,10.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,118.0
Andre Roberson 2017,203460.0,7.0,3.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,168.0
Andre Roberson 2018,203460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Andrea Bargnani 2015,200745.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,5.0,0.0,20.0,19.0,5.0,19.0
Andrea Bargnani 2016,200745.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,1.0,2.0,4.0,0.0,10.0,5.0,4.0,3.0
Andreas Glyniadakis 2006,2601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0
Andrei Kirilenko 2012,1905.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,91.0
Andrei Kirilenko 2013,1905.0,2.0,0.0,4.0,16.0,2.0,0.0,0.0,2.0,2.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,11.0,116.0
Andres Nocioni 2004,2804.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,1.0,6.0,3.0,2.0,0.0,1.0,8.0,12.0,33.0
Andres Nocioni 2005,2804.0,6.0,20.0,8.0,16.0,2.0,0.0,0.0,10.0,15.0,14.0,7.0,9.0,7.0,6.0,7.0,0.0,9.0,11.0,32.0,99.0
Andres Nocioni 2006,2804.0,11.0,24.0,27.0,34.0,13.0,0.0,0.0,7.0,14.0,35.0,1.0,12.0,8.0,9.0,18.0,0.0,13.0,12.0,29.0,172.0
Andres Nocioni 2007,2804.0,0.0,13.0,16.0,27.0,12.0,0.0,0.0,10.0,13.0,13.0,0.0,10.0,15.0,7.0,3.0,0.0,10.0,5.0,26.0,53.0
Andres Nocioni 2008,2804.0,12.0,20.0,34.0,53.0,14.0,0.0,0.0,11.0,13.0,28.0,5.0,13.0,3.0,11.0,10.0,0.0,6.0,7.0,18.0,106.0
Andres Nocioni 2009,2804.0,2.0,6.0,9.0,8.0,6.0,0.0,0.0,4.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,18.0
Andrew Bynum 2013,101115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,1.0,0.0,6.0,7.0,27.0,31.0
Andrew DeClercq 1999,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,14.0,84.0
Andrew DeClercq 2000,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,19.0,87.0
Andrew Goudelock 2016,202726.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
Andrew Harrison 2018,1626150.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
Andrew Lang 1999,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,8.0
Andrew Lang 2000,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Andrew Nicholson 2017,203094.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0
Andrew White III 2018,1628510.0,2.0,2.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0
Andrew Wiggins 2020,203952.0,4.0,2.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,8.0,10.0,38.0
Andris Biedrins 2004,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andris Biedrins 2005,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0
Andris Biedrins 2006,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,214.0
Andris Biedrins 2007,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,315.0
Andris Biedrins 2008,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,361.0
Andris Biedrins 2009,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,116.0
Andris Biedrins 2010,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,31.0,109.0
Andris Biedrins 2011,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,48.0
Andris Biedrins 2012,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0
Andris Biedrins 2013,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Andy Rautins 2010,202360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Rautins 2011,202360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Anfernee Hardaway 2007,358.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0
Anfernee Simons 2018,1629014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Anfernee Simons 2019,1629014.0,7.0,2.0,23.0,13.0,8.0,0.0,0.0,0.0,1.0,13.0,0.0,6.0,2.0,4.0,6.0,0.0,7.0,7.0,16.0,41.0
Anfernee Simons 2020,1629014.0,5.0,2.0,10.0,8.0,5.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,5.0,4.0,32.0
Angel Delgado 2019,1629116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ansu Sesay 2004,1738.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0
Ansu Sesay 2005,1738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Antawn Jamison 2010,1712.0,5.0,5.0,24.0,22.0,13.0,0.0,0.0,16.0,13.0,15.0,2.0,8.0,11.0,0.0,2.0,0.0,4.0,3.0,60.0,127.0
Antawn Jamison 2011,1712.0,3.0,6.0,17.0,14.0,9.0,1.0,0.0,19.0,7.0,12.0,2.0,6.0,4.0,2.0,1.0,0.0,5.0,3.0,52.0,67.0
Antawn Jamison 2012,1712.0,6.0,10.0,27.0,30.0,17.0,0.0,0.0,19.0,12.0,28.0,2.0,8.0,12.0,0.0,4.0,0.0,2.0,5.0,68.0,158.0
Ante Zizic 2017,1627790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Ante Zizic 2018,1627790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,9.0,64.0
Ante Zizic 2019,1627790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,1.0,9.0,27.0,117.0
Ante Zizic 2020,1627790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,16.0
Anthony Avent 1999,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
Anthony Avent 2000,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0
Anthony Bennett 2013,203461.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.0
Anthony Bennett 2014,203461.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,31.0
Anthony Brown 2016,1626148.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
Anthony Carter 2007,1853.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,9.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,4.0,20.0
Anthony Carter 2008,1853.0,13.0,5.0,12.0,14.0,8.0,0.0,0.0,7.0,14.0,10.0,5.0,1.0,5.0,6.0,4.0,0.0,6.0,4.0,14.0,102.0
Anthony Carter 2009,1853.0,2.0,4.0,1.0,8.0,4.0,0.0,0.0,6.0,8.0,6.0,5.0,2.0,3.0,2.0,6.0,0.0,6.0,3.0,9.0,41.0
Anthony Carter 2010,1853.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,24.0
Anthony Carter 2011,1853.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Anthony Davis 2012,203076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,16.0,65.0
Anthony Davis 2013,203076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,13.0,11.0,6.0,1.0,0.0,24.0,18.0,36.0,283.0
Anthony Davis 2014,203076.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,10.0,0.0,31.0,20.0,18.0,10.0,0.0,59.0,30.0,66.0,354.0
Anthony Davis 2015,203076.0,3.0,1.0,3.0,4.0,4.0,1.0,0.0,30.0,8.0,17.0,2.0,37.0,20.0,13.0,16.0,0.0,61.0,28.0,61.0,283.0
Anthony Davis 2016,203076.0,2.0,2.0,11.0,13.0,11.0,0.0,0.0,16.0,12.0,17.0,6.0,44.0,25.0,22.0,19.0,0.0,41.0,42.0,98.0,263.0
Anthony Davis 2017,203076.0,4.0,3.0,11.0,10.0,15.0,0.0,0.0,14.0,9.0,22.0,4.0,37.0,19.0,15.0,15.0,0.0,34.0,37.0,97.0,363.0
Anthony Davis 2018,203076.0,5.0,1.0,16.0,13.0,29.0,0.0,1.0,4.0,0.0,20.0,0.0,42.0,16.0,18.0,12.0,0.0,31.0,55.0,101.0,464.0
Anthony Davis 2019,203076.0,1.0,0.0,5.0,4.0,6.0,0.0,0.0,2.0,1.0,6.0,1.0,6.0,2.0,2.0,3.0,0.0,7.0,7.0,21.0,117.0
Anthony Goldwire 2001,924.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,7.0
Anthony Grundy 2006,101219.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0
Anthony Johnson 1999,1533.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0
Anthony Johnson 2000,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,7.0,4.0,1.0,2.0,0.0,0.0,3.0,4.0,20.0
Anthony Johnson 2007,1533.0,5.0,4.0,10.0,7.0,2.0,0.0,0.0,7.0,6.0,15.0,1.0,0.0,10.0,7.0,3.0,0.0,10.0,6.0,17.0,34.0
Anthony Johnson 2008,1533.0,4.0,0.0,3.0,4.0,2.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,3.0,26.0
Anthony Mason 2000,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,23.0,9.0,4.0,0.0,0.0,0.0,8.0,40.0,67.0
Anthony Mason 2001,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,26.0,12.0,6.0,3.0,0.0,1.0,24.0,74.0,126.0
Anthony Miller 2000,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Miller 2004,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Anthony Morrow 2012,201627.0,4.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,0.0,2.0,0.0,3.0,8.0
Anthony Morrow 2013,201627.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Parker 2009,1515.0,21.0,17.0,3.0,6.0,0.0,0.0,0.0,3.0,8.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,8.0,8.0
Anthony Parker 2010,1515.0,21.0,34.0,13.0,29.0,9.0,0.0,0.0,8.0,8.0,14.0,1.0,3.0,3.0,5.0,12.0,0.0,13.0,2.0,17.0,29.0
